"ArtikelID","Omschrijving","Eenheid","Inhoud","Prijs","Barcode","Leverancier","Categorie","Subcategorie"
"SL466196.1","Bieze salade aardappel","1em","5lt","11.???","8,71115E+12","Sligro","f","0"
"SL77065.1","Bieze eiersalade","1bk","1kg","???.13","8,71115E+12","Sligro","f","0"
"SL77057.1","Canisius rinse appelstroop squeezer","6fl","330gr","???.19","8,71115E+12","Sligro","f","0"
"SL143395.1","Canisius rinse appelstroop","6bl","850gr","???.76","8,71115E+12","Sligro","f","0"
"SL143489.1","Canisius appelstroop","6fl","450gr","???.22","8,71115E+12","Sligro","f","0"
"SL399399.1","Lebo verse geitenk. rol 500g","1rl","500gr","???.94","8,71116E+12","Sligro","f","0"
"SL399412.1","Spuitzak roomkaas/bieslook","1zk","500gr","???.18","8,71116E+12","Sligro","f","0"
"SL399438.1","Lebo roomkaas bieslook 500g","1rl","500gr","???.65","8,71116E+12","Sligro","f","0"
"SL399608.1","Spuitzak verse roomkaas bieslook","1zk","200gr","???.38","8,71116E+12","Sligro","f","0"
"SL399632.1","Spuitzak kruid/bieslook","1zk","800gr","???.93","8,71116E+12","Sligro","f","0"
"SL399454.1","Wyko braadjuspoeder","1em","3lt","20.38","8,71117E+12","Sligro","f","0"
"SL399462.1","Wyko cocktailsaus","1em","02.???lt","???.83","8,71117E+12","Sligro","f","0"
"SL399470.1","Wyko cumberlandsaus","1em","3lt","14.87","8,71117E+12","Sligro","f","0"
"SL779303.1","Wyko dressing kruiden","1fl","1lt","???.47","8,71117E+12","Sligro","f","0"
"SL707801.1","Wyko dressing yoghurt","1fl","1lt","???.56","8,71117E+12","Sligro","f","0"
"SL281208.1","Wyko dressing balsamica","1fl","1lt","07.???","8,71117E+12","Sligro","f","0"
"SL499819.1","Wyko knoflooksaus","1em","02.???lt","???.88","8,71117E+12","Sligro","f","0"
"SL619134.1","Wyko pangangsaus","1em","3lt","???.17","8,71117E+12","Sligro","f","0"
"SL371655.1","Wyko sambal oelek","1em","3kg","???.64","8,71117E+12","Sligro","f","0"
"SL179401.1","Wyko satesaus kant & klaar voor 2,25lt","1em","","???.36","8,71117E+12","Sligro","f","0"
"SL129812.1","Wyko satesaus kant & klaar voor 9lt","1em","10kg","28.74","8,71117E+12","Sligro","f","0"
"SL625494.1","Wyko zigeunersaus","1em","3lt","???.89","8,71117E+12","Sligro","f","0"
"SL575495.1","Wyko remouladesaus","1em","3lt","???.83","8,71117E+12","Sligro","f","0"
"SL425022.1","Wyko tacosaus","1em","3lt","09.???","8,71117E+12","Sligro","f","0"
"SL908850.1","Wyko dressing honey mustard","1fl","1lt","???.42","8,71117E+12","Sligro","f","0"
"SL387588.1","Unox soup factory kip rijk gevuld pz3,5l","1zk","2kg","???.94","8,7112E+12","Sligro","f","0"
"SL126212.1","Knorr sup.geb.soep lente/uitjes pb10l","1bs","1kg","???.40","8,7112E+12","Sligro","f","0"
"SL114147.1","Blue band prof.cuisine (kookroom)","1pk","1lt","???.95","8,7112E+12","Sligro","f","0"
"SL670070.1","Calve pindakaas 200 cups","1ds","200cp","40.52","8,7112E+12","Sligro","f","0"
"SL757924.1","Becel 60% dieet margarine","1ds","200kp","???.30","8,7112E+12","Sligro","f","0"
"SL244913.1","Knorr champignonsoep pb17l","1bs","???.19kg","???.59","8,7112E+12","Sligro","f","0"
"SL491502.1","Knorr kippen crèmesoep pb16l","1bs","01.???kg","???.93","8,7112E+12","Sligro","f","0"
"SL551200.1","Knorr tomatensoep pb20l","1bs","01.???kg","???.75","8,7112E+12","Sligro","f","0"
"SL241525.1","Knorr professional schaaldierenfond","1pt","1lt","???.88","8,7112E+12","Sligro","f","0"
"SL508252.1","Knorr professional runderfond","1pt","1lt","???.89","8,7112E+12","Sligro","f","0"
"SL178366.1","Unox cup-a-soup mosterd 21 zakjes","1ds","21zk","???.64","8,7112E+12","Sligro","f","0"
"SL346943.1","Calve mayonaise volvet","1tb","","???.95","8,7112E+12","Sligro","f","0"
"SL265943.1","Knorr bouillon kip na pb120l","1bs","01.???kg","35.15","8,7112E+12","Sligro","f","0"
"SL431450.1","Knorr kerriesoep pb20l","1bs","01.???kg","???.68","8,7112E+12","Sligro","f","0"
"SL426028.1","Knorr kervel cremesoep pb17l","1bs","???.19kg","???.69","8,7112E+12","Sligro","f","0"
"SL122085.1","Maille vinaigrette passion&mandarine","1fl","360ml","???.70","8,7112E+12","Sligro","f","0"
"SL122093.1","Hellmann’s dressing yoghurt naturel","1fl","3lt","13.25","8,7112E+12","Sligro","f","0"
"SL593765.1","Hellmann’s dressing naturel","1fl","3lt","???.45","8,7112E+12","Sligro","f","0"
"SL420433.1","Hellmann’s dressing honing mosterd","1fl","3lt","???.45","8,7112E+12","Sligro","f","0"
"SL618785.1","Hellmann’s dressing classic","1fl","3lt","13.25","8,7112E+12","Sligro","f","0"
"SL275736.1","Alsa mousse citron","1pk","800gr","13.54","3,01136E+12","Sligro","d","0"
"SL524790.1","Grand marnier rouge 40%","1fl","70cl","19.25","3,0183E+12","Sligro","d","0"
"SL268836.1","Grand marnier rouge 40%","1fl","70cl","27.5","3,0183E+12","Sligro","d","0"
"SL359548.1","Piper-heidsieck cuvee brut","1fl","75cl","27.5","3,01833E+12","Sligro","d","0"
"SL95644.1","Noilly prat french dry blanc","1fl","75cl","???.36","3,02301E+12","Sligro","d","0"
"SL980763.1","Nestle cacao mix","1zk","1lt","???.55","3,03371E+12","Sligro","d","0"
"SL87612.1","Nescafe ristretto arabica/robusta mel.","1zk","500gr","20.71","3,03371E+12","Sligro","d","0"
"SL338885.1","Courvoisier vsop 40%","1fl","70cl","26.???","3,0492E+12","Sligro","d","0"
"SL208608.1","Monin siroop caramel","1fl","70cl","08.???","3,05291E+12","Sligro","d","0"
"SL874747.1","Monin siroop noisette","1fl","70cl","???.17","3,05291E+12","Sligro","d","0"
"SL874721.1","Monin siroop chocolat","1fl","70cl","???.37","3,05291E+12","Sligro","d","0"
"SL58948.1","Monin siroop honing","1fl","70cl","???.37","3,05291E+12","Sligro","d","0"
"SL58841.1","Monin siroop amaretto","1fl","70cl","???.37","3,05291E+12","Sligro","d","0"
"SL489500.1","Campari 25%","1fl","70cl","15.???","3,05777E+12","Sligro","d","0"
"SL259492.1","Gibson s gin","1fl","70cl","???.95","3,14769E+12","Sligro","d","0"
"SL904377.1","Pellorce & jullien aardbeienpuree","1pt","1kg","???.99","3,17407E+12","Sligro","d","0"
"SL483986.1","Pellorce & jullien frambozenpuree","1pt","1kg","???.50","3,17407E+12","Sligro","d","0"
"SL33045.1","Lipton theezakjes prof.yellow label 25st","1pk","25st","???.43","3,22888E+12","Sligro","d","0"
"SL29004.1","Lipton theezakjes prof.gr. tea mint 25st","1pk","25st","???.38","3,22888E+12","Sligro","d","0"
"SL728336.1","Lipton theezakjes prof.lemon 25st","1pk","25st","???.38","3,22888E+12","Sligro","d","0"
"SL265948.1","Lipton theezakjes prof.earl grey 25st","1pk","25st","???.19","3,22888E+12","Sligro","d","0"
"SL845405.1","Lipton theezak yellow label env100x1,8g","1pk","100st","???.47","3,22888E+12","Sligro","d","0"
"SL465962.1","Lipton theezakjes prof.forest fruit 25st","1pk","25st","???.38","3,22888E+12","Sligro","d","0"
"SL963407.1","Chateau lafon rochet 2011","1fl","75cl","31.3","3,27704E+12","Sligro","d","0"
"SL451531.1","La croisade sauvignon blanc","1fl","75cl","???.33","3,28085E+12","Sligro","d","0"
"SL113544.1","Jacques charlet fleurie","1fl","75cl","08.???","3,29866E+12","Sligro","d","0"
"SL399925.1","Pouilly fume girault","1fl","75cl","???.84","3,43021E+12","Sligro","d","0"
"SL399878.1","Paarl heights rose","1fl","75cl","???.99","3,43056E+12","Sligro","d","0"
"SL632909.1","Southbound chenin pinot grigio","1fl","75cl","???.33","3,43056E+12","Sligro","d","0"
"SL13401.1","Paarl heights chenin blanc","1fl","75cl","???.57","3,43057E+12","Sligro","d","0"
"SL71695.1","Gerard bertrand gris blanc","1fl","75cl","???.40","3,51412E+12","Sligro","d","0"
"SL71645.1","Gerard bertrand gris blanc","1fl","75cl","???.18","3,51412E+12","Sligro","d","0"
"SL68210.1","Chateau minuty rose prestige","1fl","75cl","???.45","3,5471E+12","Sligro","d","0"
"SL986447.1","Cuvee bailly rose, cotes de provence","1fl","75cl","???.18","3,54711E+12","Sligro","d","0"
"SL632331.1","M de minuty","1fl","75cl","16.???","3,54711E+12","Sligro","d","0"
"SL802059.1","Tdp petit fours tradadition","1ds","24st","???.16","3,70048E+12","Sligro","d","0"
"SL166453.1","Tdp baby cupcakes 24x15g","1ds","24st","???.55","3,70048E+12","Sligro","d","0"
"SL178654.1","La croisade chardonnay igp pays d’oc","1fl","75cl","???.24","3,70062E+12","Sligro","d","0"
"SL921447.1","Essence vanille","1pt","115ml","13.25","3,76004E+12","Sligro","d","0"
"SL71823.1","Capri-sun orange","40pk","20cl","0.31","4,00018E+12","Sligro","d","0"
"SL72023.1","Capri-sun multivitamin","40pk","20cl","0.3","4,00018E+12","Sligro","d","0"
"SL110834.1","Lindt mini pralines","1ds","100gr","???.80","4,00054E+12","Sligro","d","0"
"SL964526.1","Pur secco hugo","1fl","75cl","???.80","4,00239E+12","Sligro","d","0"
"SL286512.1","Hochwald gecondenseerde melk","12bl","305ml","0.87","4,00349E+12","Sligro","d","0"
"SL628060.1","Alfredo super-bar espresso koffiebonen","1zk","1kg","13.86","4,00658E+12","Sligro","d","0"
"SL505602.1","Dr.oetker dessertmousse au chocolat","1pk","1lkg","???.65","4,00824E+12","Sligro","d","0"
"SL81616.1","Dreidoppel kleurstof aardbei rood","1pt","1kg","30.64","4,01452E+12","Sligro","d","0"
"SL74261.1","Santa alicia merlot rood","1fl","75cl","???.28","4,02084E+12","Sligro","d","0"
"SL73388.1","Santa alicia chardonnay wit","1fl","75cl","???.28","4,02084E+12","Sligro","d","0"
"SL617899.1","Santa alicia chardonnay reserva","1fl","75cl","???.70","4,02084E+12","Sligro","d","0"
"SL300625.1","Pepsi cola regular postmix, bag in box","1bx","10lt","99.66","4,0608E+12","Sligro","d","0"
"SL421002.1","Seven-up postmix, bag in box","1bx","10lt","99.89","4,0608E+12","Sligro","d","0"
"SL61072.1","Pepsi cola light postmix, bag in box","1bx","10lt","98.56","4,0608E+12","Sligro","d","0"
"SL60911.1","Jagermeister 35%","1fl","70cl","???.85","4,0677E+12","Sligro","d","0"
"SL60403.1","Jagermeister 35%, ronde fles","1fl","70cl","16","4,0677E+12","Sligro","d","0"
"SL578485.1","Thomas henry tonic water","24fl","20cl","0.98","4,26031E+12","Sligro","d","0"
"SL578715.1","Mineraalwater blauw koolzuurvrij 6x50cl","6fl","50cl","0.56","4,26033E+12","Sligro","d","0"
"SL800976.1","Coca-cola light","6fl","1lt","???.39","5,00011E+12","Sligro","d","0"
"SL393458.1","Coca-cola light, pet-fles","6fl","01.???lt","???.73","5,00011E+12","Sligro","d","0"
"SL801252.1","Fanta orange regular, pet-fles","6fl","01.???lt","???.58","5,00011E+12","Sligro","d","0"
"SL801265.1","Coca-cola regular","6fl","1lt","???.38","5,00011E+12","Sligro","d","0"
"SL335028.1","Coca-cola regular, pet-fles","6fl","01.???lt","???.72","5,00011E+12","Sligro","d","0"
"SL831066.1","Coca-cola regular deens, blik","24bl","33cl","0.39","5,00011E+12","Sligro","d","0"
"SL891883.1","Chaudfontaine rood, pet-fles","6fl","1lt","0.78","5,00011E+12","Sligro","d","0"
"SL783357.1","Coca-cola zero, pet-fles","6fl","01.???lt","???.73","5,00011E+12","Sligro","d","0"
"SL335010.1","Lipton earl grey s&t","1pk","20st","???.99","5,00012E+12","Sligro","d","0"
"SL647530.1","Lipton breakfast s&t","1pk","20st","???.99","5,00012E+12","Sligro","d","0"
"SL649210.1","Mars miniatures, mix","1sl","3kg","30.???","5,00016E+12","Sligro","d","0"
"SL653971.1","Celebrations","1sl","01.???kg","17.72","5,00016E+12","Sligro","d","0"
"SL99473.1","Johnnie walker whisky red label 40%","1fl","70cl","15.7","5,00027E+12","Sligro","d","0"
"SL96158.1","Aultmore 12y 46%","1fl","70cl","29.95","5,00028E+12","Sligro","d","0"
"SL121929.1","Gordon’s dry gin 37,5%","1fl","70cl","16.75","5,00029E+12","Sligro","d","0"
"SL130512.1","Glenfiddich malt whisky 12years 40%","1fl","70cl","25.???","5,01033E+12","Sligro","d","0"
"SL536331.1","Glenfiddich malt whisky 12years 40%","1fl","70cl","34.6","5,01033E+12","Sligro","d","0"
"SL181673.1","The balvenie double wood malt whisky 12y","1fl","70cl","35.25","5,01033E+12","Sligro","d","0"
"SL122645.1","Bowmore small batch","1fl","70cl","28.95","5,0105E+12","Sligro","d","0"
"SL13427.1","Bacardi carta blanca 37,5%","1fl","70cl","23.95","5,01068E+12","Sligro","d","0"
"SL298239.1","Bacardi carta blanca 37,5%","1fl","70cl","16.95","5,01068E+12","Sligro","d","0"
"SL32154.1","Bacardi carta blanca","1fl","70cl","52.6","5,01068E+12","Sligro","d","0"
"SL590453.1","Bacardi carta blanca 40%","1fl","70cl","16.55","5,01068E+12","Sligro","d","0"
"SL102917.1","Bacardi breezer orange","12fl","28cl","???.29","5,01068E+12","Sligro","d","0"
"SL807525.1","Bombay saphire gin 40%","1fl","70cl","20.15","5,01068E+12","Sligro","d","0"
"SL650716.1","Grey goose vodka org.","1fl","70cl","30.45","5,01068E+12","Sligro","d","0"
"SL173285.1","Jameson irish whiskey 40%","1fl","70cl","20.25","5,01101E+12","Sligro","d","0"
"SL178133.1","Bailey’s the original irish cream 17%","1fl","70cl","18.3","5,01101E+12","Sligro","d","0"
"SL297241.1","Bailey’s the original irish cream 17%","1fl","70cl","14.4","5,01101E+12","Sligro","d","0"
"SL303071.1","Tia maria 20%","1fl","70cl","19","5,01252E+12","Sligro","d","0"
"SL607975.1","Hayman s old tom gin 40%","1fl","70cl","13.95","5,02169E+12","Sligro","d","0"
"SL579300.1","Hayman’s london dry gin 40%","1fl","70cl","???.95","5,02169E+12","Sligro","d","0"
"SL376312.1","Muffins blueberry crumble","1ds","24st","18.53","5,02897E+12","Sligro","d","0"
"SL897761.1","Muffins double chocolate in tulp cup","1ds","32st","19.24","5,02897E+12","Sligro","d","0"
"SL897876.1","Muffin vanilla in tulp cup","1ds","32st","15.68","5,02897E+12","Sligro","d","0"
"SL158599.1","Innocent smoothie pineappl/banaan/coco","1fl","250ml","???.57","5,03886E+12","Sligro","d","0"
"SL676673.1","Spa reine glas","6fl","1lt","0.38","5,41001E+12","Sligro","d","0"
"SL797974.1","Spa reine pet","24fl","50cl","0.3","5,41001E+12","Sligro","d","0"
"SL535393.1","Spa reine +sportdop 1way","24fl","50cl","0.41","5,41001E+12","Sligro","d","0"
"SL801150.1","Spa reine pet","6fl","1lt","0.58","5,41001E+12","Sligro","d","0"
"SL416484.1","Spa reine pet 1way","24fl","50cl","0.34","5,41001E+12","Sligro","d","0"
"SL262372.1","Spa intense pet","24fl","50cl","0.43","5,41001E+12","Sligro","d","0"
"SL808877.1","Spa intense glas","12fl","75cl","0.99","5,41001E+12","Sligro","d","0"
"SL679257.1","Spa reine +sportdop","12fl","75cl","0.61","5,41001E+12","Sligro","d","0"
"SL631343.1","Spa reine glas","12fl","75cl","0.99","5,41001E+12","Sligro","d","0"
"SL408431.1","Pickwick theezakjes gr.orig. lemon 100st","1pk","100st","???.99","5,41014E+12","Sligro","d","0"
"SL532691.1","Jupiler bier 24x25cl flesje","24fl","25cl","0.42","5,41023E+12","Sligro","d","0"
"SL119964.1","Smirnoff vodka red 37,5%","1fl","70cl","17.25","5,41032E+12","Sligro","d","0"
"SL416507.1","Stabilac koffiemelk halfvol","12pk","1lt","???.15","5,41044E+12","Sligro","d","0"
"SL109074.1","Callebaut poeder v.witte chocolademousse","1zk","800gr","09.???","5,41052E+12","Sligro","d","0"
"SL109236.1","Callebaut poeder v.chocolademousse melk","1zk","800gr","???.98","5,41052E+12","Sligro","d","0"
"SL461159.1","Callebaut poeder v.chocolademousse puur","1zk","800gr","???.27","5,41052E+12","Sligro","d","0"
"SL996528.1","Callebaut refill callets puur","1ds","875gr","15.???","5,41052E+12","Sligro","d","0"
"SL517170.1","Callebaut refill callets melk","1ds","875gr","13.92","5,41052E+12","Sligro","d","0"
"SL415247.1","Callebaut couverture callets ext.bitter","1zk","02.???kg","17.81","5,41052E+12","Sligro","d","0"
"SL193382.1","Callebaut couverture callets puur","1zk","02.???kg","15.82","5,41052E+12","Sligro","d","0"
"SL795896.1","Callebaut couverture callets melk","1zk","02.???kg","17.???","5,41052E+12","Sligro","d","0"
"SL600347.1","Callebaut choco fontein callets puur","1zk","02.???kg","20.43","5,41052E+12","Sligro","d","0"
"SL614710.1","Callebaut choco fontein callets melk","1zk","02.???kg","20.66","5,41052E+12","Sligro","d","0"
"SL614702.1","Callebaut couverture callets wit","1zk","02.???kg","16.25","5,41052E+12","Sligro","d","0"
"SL375900.1","Callebaut couverture callets wit","1zk","1kg","???.45","5,41052E+12","Sligro","d","0"
"SL914291.1","Alpro drink fresh almond","1pk","1lt","???.90","5,41119E+12","Sligro","d","0"
"SL376736.1","Alpro soja drink nature light","4pk","1lt","???.39","5,41119E+12","Sligro","d","0"
"SL376728.1","Alpro soja drink nature bio","4pk","1lt","???.65","5,41119E+12","Sligro","d","0"
"SL375358.1","Alpro soja drink original + calcium","8pk","1lt","???.25","5,41119E+12","Sligro","d","0"
"SL403449.1","Duvel moortgat flesje","24fl","33cl","0.99","5,41168E+12","Sligro","d","0"
"SL389920.1","Liefmans fruitesse, 8x25cl","8fl","25cl","0.93","5,41169E+12","Sligro","d","0"
"SL389158.1","Wittekerke rose bier 6 fles","4mp","150cl","???.72","5,41183E+12","Sligro","d","0"
"SL40136.1","Westmalle dubbel flesje","24fl","33cl","0.96","5,41234E+12","Sligro","d","0"
"SL40152.1","Westmalle tripel flesje","24fl","33cl","???.24","5,41234E+12","Sligro","d","0"
"SL388089.1","Panesco muffin vanille sw 40st","1ds","40st","27.22","5,41263E+12","Sligro","d","0"
"SL402223.1","Dragee geboorte oublies melk/rose","1ds","2kg","25.89","5,41294E+12","Sligro","d","0"
"SL403130.1","Dragee geboorte oublies melk/blauw","1ds","2kg","25.7","5,41294E+12","Sligro","d","0"
"SL594957.1","Mini muffin vanille 6x30x15gram","1ds","180st","21.57","5,41305E+12","Sligro","d","0"
"SL345874.1","Pastridor mini mix donuts 90x30g","1ds","90st","28.74","5,41306E+12","Sligro","d","0"
"SL645017.1","Caluwé book of chocolates","1ds","395gr","???.45","5,41307E+12","Sligro","d","0"
"SL299808.1","Molco gevulde donut vanille","1ds","48st","32.78","5,41332E+12","Sligro","d","0"
"SL122475.1","Molco muffin double choc","1ds","3kg","24.46","5,41332E+12","Sligro","d","0"
"SL953473.1","Doony’s pinky donuts","1ds","36st","15.91","5,41348E+12","Sligro","d","0"
"SL953606.1","Mixed box mini muffins 150st","1ds","150st","20.66","5,41348E+12","Sligro","d","0"
"SL767589.1","Doony’s sugga donuts originaal","1ds","36st","???.59","5,41348E+12","Sligro","d","0"
"SL767571.1","Doony’s party donuts d11","1ds","36st","16.86","5,41348E+12","Sligro","d","0"
"SL380620.1","Monvillage goliath","1pk","300gr","???.61","5,41385E+12","Sligro","d","0"
"SL380604.1","Didess assortie petit cornet","1bk","54st","???.30","5,41387E+12","Sligro","d","0"
"SL262136.1","Didess petale chocolade-noisette","1bk","80st","???.35","5,41387E+12","Sligro","d","0"
"SL783454.1","Didess kletskoppen framboos","1bk","125st","???.99","5,41387E+12","Sligro","d","0"
"SL277717.1","Brugse zot blond + dubbel + glas 4x33cl","4mp","33cl","???.95","5,42502E+12","Sligro","d","0"
"SL283946.1","Coca-cola regular,pet-fles","12fl","01.???lt","???.72","5,449E+12","Sligro","d","0"
"SL934398.1","Coca-cola light postmix bag-in-box","1bx","5lt","51.78","5,449E+12","Sligro","d","0"
"SL937037.1","Coca-cola regular, blik","24bl","33cl","0.5","5,449E+12","Sligro","d","0"
"SL934932.1","Sprite regular postmix, bag-in-box","1bx","5lt","51.68","5,449E+12","Sligro","d","0"
"SL252822.1","Sprite regular, blik","24bl","33cl","0.5","5,449E+12","Sligro","d","0"
"SL252961.1","Fanta icy lemon, blik","24bl","33cl","0.51","5,449E+12","Sligro","d","0"
"SL252911.1","Fanta cassis, blik","24bl","33cl","0.62","5,449E+12","Sligro","d","0"
"SL252937.1","Coca-cola cherry, blik","24bl","33cl","0.51","5,449E+12","Sligro","d","0"
"SL162580.1","Fanta orange regular, blik","24bl","33cl","0.5","5,449E+12","Sligro","d","0"
"SL153497.1","Coca-cola light, blik 12x15cl","12bl","15cl","0.84","5,449E+12","Sligro","d","0"
"SL298611.1","Coca-cola light, blik","24bl","33cl","0.5","5,449E+12","Sligro","d","0"
"SL153447.1","Coca-cola light, pet-fles","12fl","01.???lt","???.72","5,449E+12","Sligro","d","0"
"SL153374.1","Chaudfontaine blauw, pet-fles","12fl","1lt","0.86","5,449E+12","Sligro","d","0"
"SL153439.1","Fanta orange zero, blik","24bl","33cl","0.51","5,449E+12","Sligro","d","0"
"SL86674.1","Coca-cola zero, blik","24bl","33cl","0.51","5,449E+12","Sligro","d","0"
"SL344352.1","Coca-cola zero, 1-way pet-fles","12fl","50cl","0.85","5,449E+12","Sligro","d","0"
"SL479204.1","Pocas port 10 years old","1fl","75cl","???.78","5,60109E+12","Sligro","d","0"
"SL815052.1","Pocas port ruby 19%","1fl","75cl","???.75","5,60109E+12","Sligro","d","0"
"SL27751.1","Varossio port ruby 19%","1fl","75cl","???.66","5,60109E+12","Sligro","d","0"
"SL27769.1","Kopke fine white port no.99","1fl","75cl","???.89","5,60119E+12","Sligro","d","0"
"SL925763.1","Kopke reserve ruby port","1fl","75cl","???.45","5,60119E+12","Sligro","d","0"
"SL168230.1","Delaforce port full ruby","1fl","70cl","???.60","5,60242E+12","Sligro","d","0"
"SL44151.1","Dr. oetker bourbon vanille suiker","1bs","750gr","???.36","5,70107E+12","Sligro","d","0"
"SL302805.1","Lipton theezakjes prof.engl.breakf.25x2gram","1pk","25st","2","5,9003E+12","Sligro","d","0"
"SL302839.1","Lipton theezakjes prof.groen orient 25st","1pk","25st","???.38","5,9003E+12","Sligro","d","0"
"SL302847.1","Lipton theezakjes prof.camomile 25st","1pk","25st","???.38","5,9003E+12","Sligro","d","0"
"SL983478.1","Heidi bouqette flower dark cherry","1ds","120gr","???.85","5,94102E+12","Sligro","d","0"
"SL957998.1","Nomu vanille extract","1fl","50ml","???.70","6,00966E+12","Sligro","d","0"
"SL442545.1","Corona trialpack 3x355ml","3st","355ml","01.???","7,50106E+12","Sligro","d","0"
"SL478290.1","Kahlua coffee liqueur 20%","1fl","70cl","13.15","7,61059E+12","Sligro","d","0"
"SL903300.1","Nescafe espresso dispenser","1pk","225st","19.67","7,61303E+12","Sligro","d","0"
"SL902435.1","Nestle foam topping","1zk","1kg","???.46","7,61303E+12","Sligro","d","0"
"SL902524.1","After eight doosje","1ds","200gr","02.???","7,61303E+12","Sligro","d","0"
"SL378063.1","Nescafe original stick 20x1.8g","6pk","20st","???.63","7,61303E+12","Sligro","d","0"
"SL727262.1","Nesquik cacaopoeder","1ds","1kg","???.57","7,61303E+12","Sligro","d","0"
"SL409607.1","Lu bastogne original","6pk","260gr","???.35","7,62221E+12","Sligro","d","0"
"SL368181.1","Canderel zoetstof 500x0,5g","1ds","500st","???.74","7,64011E+12","Sligro","d","0"
"SL165423.1","Chardonnay reserva estate edwards","1fl","75cl","???.70","7,80441E+12","Sligro","d","0"
"SL677344.1","Vecchia romagna nera","1fl","70cl","13.25","8,00006E+12","Sligro","d","0"
"SL677190.1","Lavazza koffie espresso decafe, blik","1bl","250gr","???.91","8,00007E+12","Sligro","d","0"
"SL677174.1","Lavazza bonen qualita oro","1zk","1kg","13.???","8,00007E+12","Sligro","d","0"
"SL51116.1","Lavazza gran aroma bar","1pk","1kg","13.92","8,00007E+12","Sligro","d","0"
"SL570644.1","Lavazza koffie bonen c&a","1pk","1kg","13.???","8,00007E+12","Sligro","d","0"
"SL185818.1","Di saronno originale amaretto 28%","1fl","70cl","16.6","8,00111E+12","Sligro","d","0"
"SL356613.1","Lemoncillo","1fl","70cl","???.60","8,00198E+12","Sligro","d","0"
"SL35267.1","Sambuca molinari extra 40%","1fl","70cl","13.???","8,0021E+12","Sligro","d","0"
"SL530505.1","Vino noble montepulciano docg","1fl","75cl","???.50","8,00215E+12","Sligro","d","0"
"SL152996.1","Aperol","1fl","1lt","???.30","8,00223E+12","Sligro","d","0"
"SL26527.1","Aperol","1fl","70cl","???.98","8,00223E+12","Sligro","d","0"
"SL415140.1","San pellegrino mineraalwater m.koolzuur","12fl","75cl","0.92","8,00227E+12","Sligro","d","0"
"SL668887.1","Acqua panna mineraalwater koolzuurvrij","12fl","75cl","0.92","8,00227E+12","Sligro","d","0"
"SL165729.1","Anniversario moscato d asti docg","1fl","75cl","???.13","8,00237E+12","Sligro","d","0"
"SL775142.1","Bonomi amaretti","1st","500gr","???.85","8,00272E+12","Sligro","d","0"
"SL488669.1","Ca del doge vino bianco 2 l","1fl","75cl","???.32","8,00303E+12","Sligro","d","0"
"SL488805.1","Ca del doge vino rosso 2 l","1fl","75cl","???.32","8,00303E+12","Sligro","d","0"
"SL488782.1","Canei bianco","1fl","75cl","???.61","8,00332E+12","Sligro","d","0"
"SL373364.1","Witors gold poker","1zk","1kg","???.50","8,00354E+12","Sligro","d","0"
"SL313131.1","Witors pleasures","1zk","1kg","???.55","8,00354E+12","Sligro","d","0"
"SL244337.1","Witors selection hazelnoot","1zk","1kg","???.55","8,00354E+12","Sligro","d","0"
"SL436141.1","Witors tiramisu","1zk","1kg","???.50","8,00354E+12","Sligro","d","0"
"SL52311.1","Illy koffie cafeinevrij, gemalen","1bl","250gr","???.41","8,00375E+12","Sligro","d","0"
"SL209722.1","Frangelico hazelnoot likeur","1fl","70cl","???.45","8,00416E+12","Sligro","d","0"
"SL837253.1","Prosecco spumante","1fl","75cl","???.55","8,00583E+12","Sligro","d","0"
"SL190847.1","Prosecco frizzante screw cap","1fl","75cl","???.94","8,00583E+12","Sligro","d","0"
"SL428562.1","Pronol rose frizzante screw cap","1fl","75cl","???.42","8,00583E+12","Sligro","d","0"
"SL542667.1","Pronol limoncello","1fl","70cl","???.95","8,00583E+12","Sligro","d","0"
"SL863937.1","Gadeschi mini meringues drop bag","1zk","250gr","???.57","8,00856E+12","Sligro","d","0"
"SL863945.1","Gadeschi mini amaretti drop bag","1zk","250gr","???.47","8,00856E+12","Sligro","d","0"
"SL774057.1","Moscato d’asti sergio grimaldi","1fl","75cl","???.94","8,03351E+12","Sligro","d","0"
"SL77701.1","Segarelli salami casareccio","1pk","200gr","???.18","8,05774E+12","Sligro","d","0"
"SL56530.1","Licor 43 31%","1fl","70cl","19.65","8,41022E+12","Sligro","d","0"
"SL56776.1","Licor 43 31%","1fl","70cl","15.35","8,41022E+12","Sligro","d","0"
"SL162917.1","Vallformosa classic brut","1fl","75cl","???.65","8,41322E+12","Sligro","d","0"
"SL266716.1","Alejandro chorizo troncal","1pk","675gr","???.45","8,42133E+12","Sligro","d","0"
"SL742393.1","Carne del sol fuet knoflook","1pk","140gr","???.33","8,42657E+12","Sligro","d","0"
"SL742385.1","Carne del sol fuet chorizo","1pk","170gr","???.33","8,42657E+12","Sligro","d","0"
"SL399174.1","Vina eguia crianza","1fl","75cl","???.70","8,43364E+12","Sligro","d","0"
"SL162828.1","Juan luna fuet","1pk","170gr","???.85","8,43512E+12","Sligro","d","0"
"SL161165.1","Elbulli texturas agar","1bl","500gr","35.63","8,43526E+12","Sligro","d","0"
"SL369810.1","Elbulli texturas xantana","1bl","600gr","29.93","8,43526E+12","Sligro","d","0"
